Gibrani	Pichu	https://youtu.be/IA3ayVE3zfA	6.88	11/10		2	Bowser	FALSE	TRUE	$0	1
megaqwertification	Roy	https://youtu.be/aKpHq3N1a6M	13.00	11/10	x		Doc	FALSE	TRUE	$0	1
jenkem66	Peach	https://youtu.be/HLEM8AnfPoM	7.60	11/14		15	Ness	FALSE	TRUE	$0	1
Gibrani	Fox	https://youtu.be/D_OJIyIqrDU	5.85	11/14		7	Samus	FALSE	FALSE	$0	1
Gibrani	Fox	https://youtu.be/Z2X1KO4BqOU	5.63	11/15			Samus	TRUE	TRUE	$1	0
jenkem66	Peach	https://youtu.be/hrCkbMd2g8o	6.95	11/16	x		Bowser	FALSE	FALSE	$0	1
jenkem66	Peach	https://youtu.be/hzPs-IY-aeM	6.62	11/16			Bowser	FALSE	TRUE	$0	0
